PolicyID,CustomerID,PolicyType,PolicyStartDate,PolicyEndDate,PremiumAmount,policyid
521,521,Health,2022-08-15,2027-05-13,4549.53,e2bdca3e-1b44-4441-ad6b-d16e8575b9cb
522,522,Home,2022-01-12,2025-06-21,1782.87,56a98d6f-63c8-4500-b2cb-e074b72dbd2c
523,523,Auto,2023-10-18,2024-09-21,3554.68,f12cdcde-dba4-491f-91fc-9136840c6823
524,524,Auto,2024-07-17,2025-06-08,4288.91,30817f72-9278-4bfd-91bd-a7059ce2cd2a
525,525,Life,2020-09-02,2026-01-27,2459.65,45d19908-dda6-4263-81f8-ac1daea42080
526,526,Health,2019-08-08,2028-08-29,1694.72,9ada1128-5205-40b3-9508-b011c1b4fa9b
527,527,Home,2020-03-06,2026-12-10,3219.23,e808fe64-c865-4b6b-ae19-d78060450e3d
528,528,Life,2022-07-27,2028-05-05,2080.84,583a8b0d-96e4-44fe-999b-4e5b98e35cbc
529,529,Life,2020-07-03,2027-04-03,1176.06,ea4bc44f-0bf4-44f2-98d5-4c8cac3d84fe
530,530,Health,2022-03-29,2026-08-14,3632.77,b4cccfb2-cbaf-411e-9287-51811cdc2517
531,531,Health,2023-12-03,2028-04-03,3130.56,f6625b6b-ab4a-4d45-a489-e58dbcf55cf7
532,532,Auto,2021-01-27,2029-04-13,3915.95,35f38e3d-92ac-4adc-99b3-d00b95eed498
533,533,Life,2024-02-19,2027-12-14,2523.96,9524af07-4c40-46d7-b399-b3d603282f05
534,534,Life,2022-09-07,2028-04-23,3933.93,3025d5dc-bdd6-4ad5-9b09-6829c3d97bc1
535,535,Health,2021-10-05,2026-11-11,2504.93,2883d473-a495-4b68-84ac-55419fe7c86b
536,536,Health,2020-08-13,2028-08-05,3929.49,9dfa609a-c020-4ed5-9e31-5e3be29047c6
537,537,Health,2020-07-20,2027-01-08,3464.51,2b63c32d-6892-4d44-baf7-840036508752
538,538,Health,2023-12-27,2028-12-09,4842.2,4a06e276-31e7-40c1-81f0-1433b0993d10
539,539,Auto,2024-03-10,2026-01-19,4902.66,0a34f44d-a3c6-499d-b5a9-0b74a65990a9
540,540,Auto,2021-10-02,2027-03-24,2725.96,9ac7b4b7-a38a-4c15-a013-8b61580f8836
541,541,Health,2021-07-19,2028-02-07,3938.08,28a8edc9-4a5c-4580-b48a-06f1a21f069b
542,542,Life,2022-04-11,2029-04-15,2768.27,a1e1a2cd-a89d-4cc9-85d5-14011fcd3fe7
543,543,Home,2021-09-08,2027-09-14,1293.83,2e3685df-f03d-49ca-b5ea-645c450cab2d
544,544,Home,2021-04-18,2028-08-04,3100.47,768e3b75-f4a9-4bbd-9ed8-9eff912b7d29
545,545,Health,2020-01-31,2025-12-19,2111.56,6d24e848-740d-479e-a95a-c218b76c7d96
546,546,Auto,2022-03-09,2027-07-05,2119.19,47259604-09a7-433a-bd36-7ba2a25ecf4c
547,547,Health,2022-08-26,2025-11-12,4226.94,50a07525-ac70-4466-90c7-ca0e3a2e4b45
548,548,Life,2021-09-01,2027-12-02,4185.29,dae03701-5c8b-445c-aeda-db0927b7cba3
549,549,Home,2024-05-28,2028-04-14,3700.65,ed89a410-a24b-4d2a-9cb3-71b95b256da7
550,550,Life,2024-02-17,2028-08-15,3543.02,da556891-13b6-4269-b1a3-45c6161ba2d4
551,551,Auto,2024-02-13,2025-07-12,4176.32,671b1f97-d0b4-4c79-a3ab-e805a6fe67ef
552,552,Life,2023-01-04,2028-05-03,4207.32,8c7a7ea3-5acf-47ee-a980-e3b7212fa3ce
553,553,Health,2022-07-18,2027-06-25,4892.64,4dbeb3dc-21c4-46fb-bfab-69e3cdeb5831
554,554,Home,2022-05-25,2028-12-27,1310.83,9ebe4400-cf3a-467d-8ed0-330ef51d30f9
555,555,Health,2022-11-21,2027-11-08,1413.21,431d416b-5da4-4a67-96c3-83d8090b18ec
556,556,Health,2022-01-12,2025-10-11,3374.29,2f8407a1-946f-499a-8bc9-5b45cdebe75c
557,557,Life,2020-07-08,2028-05-29,2534.25,7a04c6fa-0e37-48cd-8731-327230c77fb3
558,558,Auto,2020-02-15,2025-02-01,1286.7,f8e1fbdf-fd68-4e61-bb37-9f8131e9d3b8
559,559,Auto,2020-06-09,2028-05-08,4718.66,d0c0a18c-b1be-43ad-bb03-05d396469575
560,560,Auto,2023-04-22,2025-11-08,3179.34,42db6e48-2b42-4590-9439-ab5409d963e7
561,561,Life,2020-03-05,2029-03-03,1612.95,2a5a552c-c805-47a9-80a2-4a54514a4ae6
562,562,Home,2024-04-25,2029-01-03,3895.55,1de3c08f-bc60-4406-83f0-ec540d5a0352
563,563,Home,2023-02-04,2025-06-19,1850.4,443afc41-7d0e-4376-9d48-a5c2fa67b971
564,564,Life,2022-02-18,2026-12-23,4440.0,84d2eaa3-cccb-4937-8b70-f9443700c6ee
565,565,Home,2023-05-10,2029-04-27,2378.79,14c044d8-2607-4bbd-974e-716d48a616b3
566,566,Auto,2022-12-25,2029-03-01,2425.55,7e40e79a-72de-4281-94ff-690631fb32ce
567,567,Life,2022-03-28,2025-03-11,1517.31,e1cb15be-9c0d-4402-991a-85224dbd2d51
568,568,Life,2019-10-06,2026-10-31,3466.12,1e6075cc-8115-4df3-8af6-80a1e832f666
569,569,Auto,2020-06-22,2024-07-30,2363.56,e5883a6c-7a4e-4746-9f1c-bd1198263bd6
570,570,Health,2023-09-23,2025-04-05,4937.77,b3cb239f-b59b-49b7-b2d9-30a328d41c8c
571,571,Health,2023-02-14,2027-11-14,1366.39,d3cc5efd-5f03-402b-a4eb-c1192bf2f895
572,572,Home,2019-09-16,2029-05-19,4542.1,129a9a7e-c787-47b1-968d-2388d441f86f
573,573,Life,2023-05-17,2029-01-07,2981.87,6e835319-f3df-4342-b649-338be8c73dff
574,574,Home,2023-11-04,2028-09-16,4755.88,9e879646-8d22-4c6a-98ea-32e84400b2cf
575,575,Home,2022-04-01,2027-06-01,3793.37,4f44c5dc-3720-4b7d-8fa8-fc492cbceac3
576,576,Life,2021-03-03,2029-03-22,2269.26,59d85a5a-fb8b-4c7e-9c0b-61e18ab2ad3e
577,577,Home,2020-11-22,2026-07-03,3774.01,9fdff602-0381-402c-8461-cb058d7a13ac
578,578,Life,2020-10-31,2025-01-02,1828.39,fbbd4d2f-521e-49a3-8e48-6473279ec3d4
579,579,Auto,2019-10-31,2026-10-12,2211.1,0235b123-526d-4b8f-badf-1c978643bed4
580,580,Health,2023-06-19,2025-07-01,4312.89,339e2259-0edb-49b1-b572-594866f86a21
581,581,Life,2022-03-28,2028-12-09,3955.38,d371e1cc-212a-4fdc-accc-314a5762c67a
582,582,Life,2019-08-20,2025-06-04,3494.74,117bdb66-7d49-44b0-b5f6-839a3fa3d055
583,583,Life,2024-06-08,2026-09-11,2356.73,4c0cd926-4775-48cd-94ee-96f0ba571ddc
584,584,Home,2024-01-30,2028-12-25,3502.95,f83b4d00-6c08-4c4a-8f4f-a9f3a41e066a
585,585,Life,2023-06-24,2025-05-26,3749.78,a5065372-a47c-4f87-99e1-0ddbf9fc897a
586,586,Life,2020-10-25,2028-08-05,2434.8,d990035f-d827-4441-bce4-cc829df25bec
587,587,Health,2020-02-15,2024-08-15,4500.27,f2853767-a5d4-4fd8-93ba-099db0c4bedd
588,588,Life,2022-12-13,2026-02-04,2670.95,70fbedd2-649f-4184-8b85-ee035f5a96ca
589,589,Auto,2023-06-21,2026-09-13,2784.31,3787a84b-34a2-412c-8db0-54eae650b911
590,590,Health,2021-10-14,2026-01-01,2629.35,d37d8cf2-8110-418d-ba94-8c0c1f132633
591,591,Health,2021-03-03,2025-01-19,3974.73,f2d22faa-6ab0-4a2b-8533-f2bc319b18e1
592,592,Home,2021-04-08,2025-06-05,1670.81,44f0d184-98d2-4fba-ab9b-2b8ad2c1bb27
593,593,Auto,2021-07-24,2029-05-05,1903.48,3bd0dd8e-6e73-4815-a4fc-47cc163b2399
594,594,Auto,2021-01-16,2026-03-11,3919.85,39d50a59-dfd3-48cc-96ad-bfbd8abda386
595,595,Life,2024-04-13,2027-01-08,2887.24,1c5cd80f-b4e9-4f97-9283-9db4a4a73542
596,596,Auto,2024-04-02,2028-09-15,1178.06,277b0b33-c5f2-41db-a2d1-efeeeca8617b
597,597,Auto,2024-06-02,2028-09-03,2583.9,0f71fdf6-c485-4414-8315-c93d75780e9d
598,598,Home,2020-02-14,2028-11-04,2605.69,38f512f5-6aeb-4198-9eaf-9dbd14b9e4f7
599,599,Home,2020-12-06,2027-02-19,1400.58,7b0a4674-e24c-4fd4-bc73-369aa7789a62
600,600,Auto,2020-05-07,2027-12-26,4107.73,bd5f8341-32d0-4ddc-81bf-d24a85a8e206
601,601,Home,2021-06-14,2026-06-26,1852.7,5f4e23a0-9a47-46b6-b426-8dba52301260
602,602,Auto,2024-06-19,2027-06-27,1803.25,08098b97-c18d-4a7e-92c4-eeb55fedaafe
603,603,Life,2021-01-29,2025-09-11,3203.17,15a9249d-027f-4982-a51b-f824a3b1ddc5
604,604,Health,2024-03-23,2024-07-28,2270.59,f00f539b-208f-4f63-8fb7-dc286249b886
605,605,Auto,2022-10-29,2027-12-08,3393.63,2971cdc7-2723-4098-b062-e23e638691ab
606,606,Home,2024-05-10,2028-03-02,2654.51,a22d73fb-8111-42b9-88fb-f7815fa99716
607,607,Health,2022-05-29,2028-07-30,4094.89,e8023519-1a34-4fac-8958-f3cb690f99bc
608,608,Life,2019-10-13,2026-10-20,2165.44,c35064cb-9467-4df2-898f-3d4582fcbd36
609,609,Life,2024-02-16,2024-10-21,2606.52,df1bc94b-864c-4e04-8ad5-0ebe014267b9
610,610,Health,2023-10-02,2024-07-30,4380.63,83debc67-55c4-4829-bf33-ff3ec9aeb90e
611,611,Auto,2021-04-03,2028-04-15,3448.85,64d84fb5-c54a-44a5-8b15-606f8e204c7d
612,612,Health,2024-07-12,2026-05-23,2302.84,395a9d9c-5ec2-4f1a-b23e-99d15ae9e0e1
613,613,Life,2022-07-12,2024-09-21,3129.95,e72fa261-0249-496a-8bbe-178471d1a036
614,614,Life,2023-07-13,2026-06-25,4173.65,a46b68b7-658f-4079-b325-a6bfee22ce22
615,615,Home,2021-04-29,2025-05-22,1751.75,34e8680e-5e9b-468f-a998-aec7ae93d8e2
616,616,Health,2020-10-01,2025-02-15,1659.45,2ff5b39f-9467-4a88-823f-57ec9e001a3f
617,617,Life,2023-04-08,2029-06-26,2459.82,85b79938-ed21-49ca-b4a9-b43a70d9eff1
618,618,Auto,2023-09-06,2027-09-24,3411.07,fdb2dda4-f905-4c3a-9010-73e77c80d8d9
619,619,Life,2021-08-14,2024-10-13,3328.84,5a1d9259-6e12-44aa-ad54-24d98a3865e3
620,620,Health,2021-11-22,2025-04-05,3963.72,d4c50a3c-777a-4f5a-a0ea-b8a64cf9f94f
621,621,Health,2023-07-04,2028-12-27,3042.11,8eb0a234-7974-4c39-9d33-dcd14e697b10
622,622,Auto,2019-11-28,2028-06-12,4824.05,84369cc9-150a-428a-ac7d-2af2bbbc3d5e
623,623,Home,2023-07-29,2025-03-29,3499.1,d7e2b563-5e7a-46da-b4b1-667ff1f11b3a
624,624,Health,2021-05-15,2025-12-03,4409.0,e5287991-ed98-4e48-a871-3c2d532816f3
625,625,Auto,2021-08-08,2026-11-11,1497.62,c447aefd-516b-4235-8a0d-7fe3eedf4c94
626,626,Auto,2021-11-16,2028-05-14,4254.58,a19c8750-f8ab-4e9e-9e6c-b7c321de006e
627,627,Health,2020-02-23,2026-03-01,1303.84,8a4a1622-6196-4b3e-8bef-058ad8c37917
628,628,Life,2021-12-08,2025-11-08,4589.82,b7514139-8fbe-4212-abb7-6f9635a21f92
629,629,Auto,2020-05-21,2025-03-10,4230.03,3c00d4ae-279a-4429-a3c0-8a4eee9990d0
630,630,Health,2023-12-08,2029-06-21,2228.75,4f90e0f0-8515-4335-8b81-56fdf38e5e61
631,631,Health,2021-08-08,2028-05-26,3044.83,891fa744-d7b1-4b79-b69c-e89a906d6dd7
632,632,Health,2020-07-04,2029-05-15,3652.42,860d0912-b9ad-4d0f-a444-35b63ed57692
633,633,Life,2019-10-20,2028-11-06,4270.69,0ae81a1f-39ef-4e80-b9a6-af3c51fc3a02
634,634,Auto,2023-02-03,2025-09-16,1539.84,7450daa9-bd89-488b-9d23-0b021044f99f
635,635,Auto,2019-07-30,2025-10-01,4829.32,d5bcddc4-c723-48d3-84ed-80e69bc35e90
636,636,Life,2019-07-28,2026-01-07,2865.32,447ca99f-ff71-4f21-b9ab-b6d3d4b6a539
637,637,Home,2019-10-23,2026-06-20,1619.73,f591b166-71e1-42fb-a4c4-4a19f7a1ecfd
638,638,Auto,2019-11-24,2027-05-27,4618.95,cd3308ba-668d-4e45-bb76-db811022467f
639,639,Home,2021-03-14,2027-04-20,4893.9,1ef1e30a-3c1b-4c58-8153-6e10f294e4e6
640,640,Life,2023-08-21,2026-12-20,4307.6,3eae2659-c847-470c-8a1e-c76ca6448049
641,641,Auto,2020-02-24,2027-03-10,2584.34,40c5c278-e5ef-4bca-96e2-c796a4d747e4
642,642,Auto,2020-08-27,2027-03-27,1559.86,a95aba0b-690e-4918-b7a1-41ca7e5ac91f
643,643,Life,2021-04-19,2027-04-09,2904.8,d1aa4af4-8ec9-4dce-97a7-2a62b86472dc
644,644,Health,2020-08-24,2025-03-23,2859.25,b328f6f6-3044-43b7-8aca-9e55ce28164a
645,645,Life,2024-01-30,2028-12-09,3665.9,55f6a1c5-4a2d-47e6-823f-2b5e0fdd14e5
646,646,Home,2021-06-12,2026-10-10,3593.5,bdfe9310-94ae-4c9e-bfd2-e7f5de80c4af
647,647,Life,2021-08-01,2028-05-02,2645.59,8a61194b-a811-43d3-9c20-b81b98d491c3
648,648,Life,2022-07-30,2028-10-29,2294.01,8518551f-22f6-4dad-b43e-724353de5b98
649,649,Life,2022-09-28,2025-09-30,2550.94,99b68bf7-d06b-4dff-a17d-d408485f44b9
650,650,Auto,2022-08-25,2029-06-24,1259.54,4d04aaa1-f22e-4a7b-b1dc-4b152692c6f5
651,651,Health,2022-11-30,2027-12-23,3949.92,331a3e67-55ff-48cf-b844-e9a9f345cf69
652,652,Auto,2020-09-27,2025-08-12,3274.35,51521216-8ea2-4478-9ba0-33400144315f
653,653,Auto,2023-02-16,2024-11-24,1918.1,948b67b6-efb8-4c22-8359-e57b0a392ea7
654,654,Auto,2022-01-07,2025-04-29,3448.46,29f47cd4-01cd-4907-823e-49012ebd94be
655,655,Health,2020-06-18,2024-11-21,2117.88,fd55b998-93be-4cf2-be5d-b7e1a12fee3b
656,656,Life,2022-04-21,2026-03-09,1063.91,13c13bbd-be5c-4c2e-aa2b-352cd5627576
657,657,Health,2019-07-31,2029-02-06,2938.26,e9eda71d-1da1-4589-9a2b-5b3b74a31d62
658,658,Health,2020-03-18,2028-07-27,3371.12,6ec811e2-5cca-4423-8dc9-dccc45caa9da
659,659,Life,2023-07-11,2029-05-04,2073.79,fe6e441d-b19e-49ed-9f76-d1d17a63525e
660,660,Life,2019-12-18,2027-11-21,1208.58,55b8eb84-6e80-4caa-8e9a-f4429449ddf6
661,661,Life,2021-11-08,2028-04-13,1382.29,742ddadc-de7c-4441-a714-ee2ada80330b
662,662,Auto,2024-06-12,2029-06-19,2618.01,d89ae43e-168b-4e3a-b6e5-228b33861bb9
663,663,Life,2020-03-03,2029-04-13,4918.14,cf48b9d5-c66f-400a-81f2-0e2b2ce8a2cb
664,664,Health,2020-06-02,2025-09-03,3786.99,a054cd17-8670-4cf4-abbb-5323b52de5b8
665,665,Life,2022-09-06,2024-12-24,2363.43,37282c4c-1bb0-4af8-a2d5-831823dcc9ba
666,666,Health,2022-12-29,2025-12-05,4667.79,9d90021e-14fd-4130-9f5e-9448075375d2
667,667,Health,2020-08-29,2026-11-21,4021.26,870e7b99-3878-47e2-9f46-9a70eabe988f
668,668,Health,2019-11-02,2027-10-31,3166.53,606f2eda-cacb-4695-8a0a-0a187a7ca829
669,669,Auto,2023-06-17,2025-05-10,1139.69,14ef9789-9c51-42e0-9d57-f187dc22ed91
670,670,Life,2022-02-17,2026-02-10,2047.82,35451681-2d2b-4ce5-8e5a-76579b1d0542
671,671,Home,2020-10-02,2026-11-09,3665.72,5fbeebc6-7c08-46a0-a415-9477e426e79a
672,672,Home,2023-06-04,2026-11-08,1766.12,6af64f3f-54d2-4384-bd71-435b4ae25dbb
673,673,Life,2022-04-06,2027-03-27,3495.86,2bb3ff59-0943-457e-96b7-20528d26ac27
674,674,Life,2020-01-28,2026-01-06,2343.58,4ccee1b1-5604-444f-9f7d-5492aa9b7da5
675,675,Auto,2021-09-21,2029-02-28,4354.58,7bb73b6c-a228-4cb1-b85a-605aa1285eeb
676,676,Life,2022-07-08,2028-02-12,2099.96,0072e759-0f93-4bea-ab3b-1bbf701f83db
677,677,Health,2020-01-28,2029-02-03,1697.96,14799f7d-26f1-4f3d-933c-218837ae342c
678,678,Life,2023-02-06,2027-11-13,2253.94,d40941fb-2858-4464-9197-9777d171f4e6
679,679,Home,2022-09-12,2025-12-16,1096.74,77d97c45-bf76-4685-a4d7-6435c522d7c2
680,680,Life,2024-03-17,2028-12-03,2920.64,47660ef1-baff-4491-a1ae-6eb5a7e27617
681,681,Health,2022-12-03,2028-09-28,1221.81,5bce4b25-9a1f-48a3-acb5-9081c95988f4
682,682,Health,2022-09-20,2025-02-10,3495.28,771c98b3-56ae-4bb1-add6-99afa2c5e83f
683,683,Home,2020-07-23,2026-10-06,2614.6,11762bea-1375-4e36-8607-1c88751a5c2c
684,684,Health,2021-08-14,2025-11-29,1012.86,c00515ea-9eeb-498e-9bfc-e11a2826bf9b
685,685,Auto,2024-07-16,2026-09-13,2567.95,ad1ef5e1-7d98-47bd-a909-739c5c322352
686,686,Home,2021-12-04,2025-08-16,1416.14,5d48d191-b374-43d2-92f7-080d1608e0e0
687,687,Home,2019-10-10,2028-08-11,2049.39,d627ef48-6d08-4cda-9ce8-6ac3d6ef08c8
688,688,Life,2024-02-23,2026-10-10,4076.19,e955a54f-40b2-4b57-b3af-7b899e5e9d54
689,689,Life,2020-12-18,2024-12-22,4712.13,fcc9c49a-7bdd-414c-85e5-8f7a15de6af2
690,690,Auto,2019-08-03,2025-01-29,4530.28,14cfe5c4-84a5-4409-9157-a42f9ba98b04
691,691,Health,2019-11-22,2027-08-28,2747.39,5e8a248d-afc8-45ea-9bef-eab6209ce3cb
692,692,Auto,2021-03-01,2026-08-18,2847.46,1603f1fa-5749-486e-9080-34588990be1c
693,693,Auto,2020-05-05,2026-11-21,4113.57,4e047977-adf4-48e1-8078-e3a12b3a8e43
694,694,Health,2023-02-18,2028-09-22,4186.07,811aa4ba-603c-4b7c-8f4b-53afde9af89d
695,695,Life,2024-02-15,2026-04-08,1851.7,ea15b097-5b33-4164-b296-ca52a988a4b6
696,696,Life,2024-06-27,2027-02-25,4153.72,981d3035-6e5c-4f8a-a0a1-cdd9491bb79c
697,697,Health,2024-04-13,2028-02-20,4302.08,844be09c-1a42-4ed2-9d58-66063ff064e6
698,698,Auto,2024-06-09,2028-01-08,1253.81,b7ad2b90-db39-4dc1-9ad7-930cef1bb7ef
699,699,Health,2022-06-10,2025-03-23,2660.35,84068d1a-175b-4c2f-aafe-847b7330ccea
700,700,Auto,2020-10-21,2026-05-19,3178.26,2926b98a-feea-4ce0-a65d-c0d263aac9cb
701,701,Auto,2023-01-23,2025-10-25,4556.87,79539760-9f7f-42ea-af68-b7d198f9aed5
702,702,Home,2024-02-20,2025-03-10,2323.53,d923ca8c-0640-48e7-aac5-2959fe1409e4
703,703,Health,2022-04-19,2029-06-21,4740.21,78cf0807-cecd-4e84-a10d-5b1a53499356
704,704,Auto,2021-07-13,2025-07-24,1109.22,a51ed9b4-19f4-4c18-80e9-d51cb4ac3b31
705,705,Home,2023-01-11,2028-07-10,4031.63,4a1eba94-99c2-4af6-8556-7d82fae990b7
706,706,Health,2021-09-27,2025-01-15,2067.79,2159cc89-a4d4-4e22-81be-98a969521973
707,707,Health,2022-10-19,2026-12-21,3943.29,e6aa5bfb-05a2-49fe-b46d-3bd4686e5d3e
708,708,Health,2021-08-05,2025-07-06,3266.33,1cbe308f-7aa1-4378-9fa3-6c21d14fd2f5
709,709,Auto,2022-12-16,2027-06-17,1196.35,ba164221-0866-43d6-a9db-4d90e3b92669
710,710,Auto,2022-11-19,2026-09-29,2643.64,7dd544ae-b9cc-42f7-9cfd-45dd8e882ae2
711,711,Auto,2020-05-17,2025-10-08,3970.26,cfbe6e46-4b5e-4ac7-a07c-f7809ef2ef85
712,712,Life,2021-03-23,2026-11-06,4163.97,2140b6be-d660-4436-af90-cad678d03cd2
713,713,Life,2021-01-11,2024-09-18,3183.55,88aa6bc4-5cfc-4b52-b1dc-44d928f06cfc
714,714,Health,2019-09-10,2027-11-18,4030.08,05604a2c-0e12-4c39-8c7e-76cf599bd032
715,715,Auto,2019-10-13,2025-04-19,2716.21,5c8e0347-85bb-44cd-8a07-466b74199a6d
716,716,Health,2021-08-24,2025-11-30,1898.66,439b321d-daf1-4538-b299-f06b981ad817
717,717,Life,2024-06-21,2024-11-27,4778.01,9c7ef427-6b1e-4ac0-83ad-4bd40f87a476
718,718,Home,2020-04-13,2027-12-09,1303.96,02b1f46f-d6fd-45cc-8490-f575a81da8ac
719,719,Auto,2021-08-13,2026-05-20,2013.59,160a336d-fddc-47bf-9c17-67ed4662f2a2
720,720,Home,2023-08-10,2025-03-28,1079.53,4cfba691-3295-411a-80ec-d452cc99bab5
721,721,Life,2020-12-31,2029-03-25,1225.65,1fc27212-d415-4a77-a0cb-7aaa34b99fd6
722,722,Home,2020-02-29,2026-09-27,2981.97,00ab012b-0fa4-4a12-abe7-c90fed403cfb
723,723,Life,2020-12-17,2028-09-28,4995.43,b1d7bcd6-8b14-45a8-aff0-e10a8b804c61
724,724,Health,2022-03-01,2028-12-30,1407.87,153da029-4662-4064-9e3f-6bec40e4051e
725,725,Auto,2024-01-04,2029-03-28,4735.89,ad467b9a-2aff-4ba6-a8c4-0cd259eedfd9
726,726,Health,2020-09-03,2028-05-13,3476.79,a94c051c-2303-403d-b967-b7d6394da3b5
727,727,Auto,2023-12-24,2027-11-21,4075.51,9379638b-dbce-4c08-b483-25fa28cbdb78
728,728,Auto,2021-04-10,2029-04-21,3865.11,96b08e5f-3cd8-4e40-aee1-0de8b12576ee
729,729,Health,2022-02-16,2027-01-26,4084.47,57011f0b-69c6-4feb-be01-38042b4f946d
730,730,Home,2021-02-25,2027-12-09,2669.78,3ddbbcac-fb52-4240-8304-b1105894bffe
731,731,Life,2021-03-28,2025-07-29,2222.47,a7277c54-2fac-485a-a0e3-c26ac32f9508
732,732,Health,2024-03-29,2027-01-03,1126.36,d5b2163e-cbdc-433c-a2d5-ea3e1c62289a
733,733,Health,2022-11-08,2028-12-15,4513.22,fc7a5c44-590b-4839-8e1e-94cd243f30a4
734,734,Home,2021-05-22,2028-11-23,3637.2,b4107a65-07a5-4b7d-8787-1eeacbbd9b9d
735,735,Health,2021-08-23,2029-02-24,3344.44,9dae68ba-b66e-4da6-bca5-f96e09b6a616
736,736,Life,2020-03-29,2026-07-19,2163.29,af4e7bb9-ca26-42e1-86f3-2528c43b730f
737,737,Health,2022-12-07,2029-02-04,2427.72,cea78bab-9bdb-4be9-a430-a97718674839
738,738,Home,2019-12-03,2029-04-07,4529.31,99096495-c230-44f2-8b45-df824902beb7
739,739,Health,2021-11-06,2025-06-18,1159.99,5ab47f68-54ec-4afe-a849-5aff84e1b12f
740,740,Life,2021-11-06,2028-01-04,3405.73,3ec0e573-8896-4dbf-ae01-cd0ae75f0ec7
741,741,Health,2022-05-19,2026-10-29,3671.69,0b150395-4276-4feb-a9b7-cb64873782d8
742,742,Health,2020-06-18,2026-07-26,2463.13,3846f603-c10b-4a59-9012-121810d84203
743,743,Home,2019-12-10,2024-07-23,4285.01,8c91d933-43f5-4593-99d5-112ca3d31d9d
744,744,Life,2024-06-05,2029-07-14,1797.93,e77088dd-6ae7-4d1c-a992-1d8c24c05dbe
745,745,Life,2020-02-19,2026-10-16,2719.82,9b3edba2-ea16-4443-91d7-78e573784237
746,746,Home,2023-07-01,2025-07-05,4955.39,b55d559a-ea53-4bde-9a26-c8ce530ee9b8
747,747,Home,2023-02-23,2025-02-28,4234.54,f2f5cc02-e476-4250-a1bd-5ccfde46baed
748,748,Home,2023-09-18,2025-11-20,2009.73,bd960fe8-143d-4b35-af92-53bec8de528c
749,749,Home,2021-07-10,2027-07-04,4539.64,53e1fa11-f6b6-4593-8a42-fff405c4fe0e
750,750,Auto,2022-11-03,2025-10-13,2209.59,13269c50-4315-4599-bc33-1e5f99960e4c
751,751,Home,2020-04-11,2025-03-12,4747.57,dca508db-c5e7-45fa-88bd-d21c2b8d6daa
752,752,Home,2024-04-03,2027-11-26,2436.67,9be198ae-0e59-400d-bd4a-aaf930748102
753,753,Life,2019-09-09,2027-05-12,2614.27,e569edfa-cb7a-4f59-9a59-e3b37cecb9d9
754,754,Health,2020-08-19,2025-08-15,3922.86,c6835ced-f557-49fa-9ac2-0296cd0d0f7d
755,755,Health,2022-04-09,2026-08-08,2873.52,5d5a3e20-a27e-4952-9e0d-483066570eb5
756,756,Life,2023-08-09,2028-02-05,1712.65,95c9707b-7dbd-427f-bb93-d1eaff2e96fd
757,757,Auto,2023-04-19,2028-09-16,2459.68,bdcf3dae-9ccc-483c-af03-c3272ca0b8e0
758,758,Auto,2023-12-06,2026-10-20,4006.66,4c5821ad-691b-40d3-b9e9-30b62a4c8e27
759,759,Life,2020-06-08,2028-12-20,4238.65,7f883544-b237-4707-a92a-69b39e3982c3
760,760,Health,2022-01-09,2027-06-01,1792.4,fb71511c-4d9c-497b-9001-04401922a824
761,761,Life,2020-07-14,2025-09-19,1012.5,6e2c67c7-058c-4e6e-bdc3-6021e8c322ce
762,762,Health,2019-10-23,2026-05-10,1544.75,222f147d-dc4b-4b0c-9aee-f31c265a24e1
763,763,Life,2019-09-10,2027-12-17,3827.44,24325b99-ba50-497b-8e12-e786625017f6
764,764,Health,2021-07-16,2027-06-15,1142.8,48707323-0cf3-4879-9052-57b0e733dba8
765,765,Health,2019-09-15,2026-01-27,1511.84,28a7f357-9236-4645-9a22-6b90509fd106
766,766,Life,2022-10-04,2028-01-04,3532.19,5a7a74ef-acbc-404f-8d45-946bb8631428
767,767,Auto,2023-06-19,2028-08-13,1465.17,ce89aa75-c494-47a4-a4df-2e35f5353e12
768,768,Life,2021-08-23,2026-09-28,2912.48,bd78ffb4-6014-4aa8-9b06-8a32a6fa0c95
769,769,Health,2019-12-29,2029-03-13,2397.62,d6be4940-fa2f-446e-af43-3c999aa79df1
770,770,Health,2023-10-30,2028-11-24,3420.11,b31d1586-30bf-4d0b-bde3-b921080edaba
771,771,Home,2019-11-15,2025-11-23,4798.05,c431a062-cb1c-487d-b49e-e0585ed57eee
772,772,Auto,2022-10-28,2028-05-26,2511.6,6828cee3-415a-4e2a-b189-1954963459a9
773,773,Auto,2020-12-27,2029-01-30,2591.84,a4becb85-91b2-4dc9-bd44-1923713ee6cd
774,774,Life,2020-09-17,2028-08-18,2229.22,a0371e90-dc8c-474e-81d8-71f5d9139b18
775,775,Auto,2021-01-29,2027-01-09,2708.46,01590cc2-3a7d-4302-814e-eeb50185bf02
776,776,Health,2020-10-31,2025-10-15,2443.59,19c711e3-c1ed-4e8a-8d28-3e4497b17bb7
777,777,Home,2022-07-28,2027-11-15,3429.73,60d68d59-a619-43e2-bed3-7b17303dad21
778,778,Health,2022-11-01,2029-02-01,3247.28,1e3e036a-4e70-4546-bf5e-04068c26bf35
779,779,Health,2021-08-05,2027-10-14,1157.02,fa51a723-2d23-42ad-b948-6fcd094335e9
