InteractionID,CustomerID,InteractionDate,InteractionType,InteractionOutcome,interactionid
2091,678,2024-04-22,Email,Resolved,862d776b-8951-4dc0-b1d8-147d95f8390f
2092,142,2024-06-19,Visit,Unresolved,4a4803b0-8b7a-4cc5-a9e7-586f6865597e
2093,1875,2024-04-01,Visit,Resolved,18fed950-7063-46cf-834a-fe3ef6f69d8b
2094,994,2023-12-07,Email,Unresolved,98bb1784-564a-4561-acd6-1514171f9747
2095,1840,2024-07-05,Visit,Resolved,289ccab2-a7c5-4111-aca5-04f5ea81ed60
2096,1074,2024-04-17,Email,Resolved,e3315a8f-d48b-4e07-8ded-fcc315fd2809
2097,1958,2023-08-20,Call,Resolved,96b40a07-4fd6-45ba-b724-b9eed648a6dd
2098,1270,2023-09-25,Email,Resolved,f88810c8-4351-4230-8b86-042d8cc822e8
2099,1488,2023-12-16,Visit,Resolved,e7599684-1191-4f21-ae1b-cbc5e6b84f61
2100,1015,2023-11-24,Visit,Resolved,5eac9b2d-0d92-47f0-897c-5e02a3eaa241
2101,442,2023-11-18,Call,Resolved,7c514165-b0d2-4cc0-9c0b-ee29cfd0b61c
2102,57,2023-11-30,Call,Unresolved,b49d432f-7ec2-4367-b4e4-0a0c5e665870
2103,90,2024-04-19,Visit,Unresolved,f4c7ea97-c350-4a76-80ce-90baaf2eb785
2104,781,2023-07-30,Visit,Resolved,ff1de7d2-1284-4bfa-a109-7d5cf42dd028
2105,576,2024-03-03,Email,Resolved,0cfaa871-4674-4aa3-9bd9-aaeb906f77ec
2106,540,2023-10-30,Call,Resolved,6d62b24b-868d-4b69-a9a5-5887c5d2fa28
2107,1980,2024-05-08,Visit,Resolved,82385328-82a9-4426-a84a-ff2b00e864e9
2108,739,2023-10-26,Visit,Unresolved,f83d5a2a-0b38-4354-8e1a-096bc5ac14a5
2109,1745,2024-02-16,Visit,Unresolved,e0fdefa2-bd8a-4cf2-9a11-7edd1a698b1f
2110,268,2024-03-05,Visit,Unresolved,361637b0-a956-476f-ae13-f3a3bc3a51a0
2111,1510,2024-02-01,Visit,Resolved,f09e506e-b783-4718-bd1c-4ed0dbcca1c0
2112,815,2024-03-02,Call,Unresolved,ca2ed8c4-d9be-4b7b-a15f-9b05b7978496
2113,1228,2023-11-14,Visit,Resolved,1c9e61e6-11f2-4056-9393-2a6988eca1a3
2114,1510,2024-02-10,Email,Resolved,a49bb263-218d-4bf5-8fc8-391872b3c9d9
2115,1347,2023-10-25,Visit,Unresolved,6d065dde-8d04-43b0-81f7-9ea81f5c1ac3
2116,1638,2024-07-06,Visit,Unresolved,489f518d-3e37-40be-9f5b-8a5641f5e376
2117,1323,2024-01-16,Call,Unresolved,580d719f-0566-4e3c-993a-22f5624a5132
2118,156,2024-06-22,Call,Unresolved,70ff41d0-9299-4399-bb77-13f4a45bad21
2119,511,2023-11-22,Call,Resolved,971959b9-246c-45b7-9e78-bdd2c211439b
2120,1918,2023-09-04,Visit,Resolved,c4075e66-9ffa-4452-a2b4-34e204ffe239
2121,1707,2024-06-24,Visit,Resolved,d170888c-4a1e-42b3-812b-7e8650bc438e
2122,582,2024-01-10,Call,Resolved,7e79b6f0-baab-433e-a2b8-231931907252
2123,1305,2024-01-09,Visit,Resolved,f57219fb-a7ed-49de-aa3d-19752aaa8ac8
2124,996,2024-03-02,Visit,Resolved,5f982599-f427-4c71-b50e-213b7862bec6
2125,878,2023-12-25,Call,Resolved,629dfd59-0d55-49e8-ae08-7ab5acb5cdf3
2126,11,2024-06-19,Email,Resolved,8ebb19fb-abef-4ab8-8758-938f04c125c2
2127,1650,2024-06-19,Email,Unresolved,a75ce38b-d189-417e-90db-276acf43bade
2128,722,2024-02-26,Call,Resolved,c1d397b1-4395-405f-a1ef-8ae82c76f151
2129,1941,2024-01-28,Visit,Resolved,d9ba3464-c6f6-4b0f-9993-f45829bb4ea1
2130,1560,2023-11-14,Email,Resolved,90ecaf08-7273-40d4-a7b3-8e99e6e43985
2131,799,2023-11-23,Email,Unresolved,02e7ec86-681f-42cd-8233-a89abd6c10bb
2132,450,2023-11-23,Call,Resolved,494cf24b-371f-4506-838a-10eb52dffdc4
2133,1888,2023-11-21,Email,Unresolved,dd2ee3fc-7117-4b16-af9a-205b0a60c82d
2134,1477,2024-04-29,Email,Unresolved,668f8957-3cc6-4938-9fe9-446bbeacfbb8
2135,1848,2024-03-07,Call,Unresolved,8feed561-e90f-48a9-b203-5a5d3ec1707b
2136,292,2023-12-25,Visit,Unresolved,e47cbdc4-4d4d-48c3-9d9d-4d51c09e379b
2137,615,2024-03-27,Call,Resolved,ddaf4fff-8fe6-43bd-af49-deee5efc111f
2138,382,2024-05-26,Email,Resolved,6db1da68-e136-4d86-a4ff-7831747f7d70
2139,195,2024-03-07,Email,Resolved,6dcddf67-0f71-4f72-bcae-66783c8e6f50
2140,134,2024-05-13,Email,Unresolved,d2a196a7-993b-4285-aa43-97489534bb8f
2141,770,2024-06-22,Email,Resolved,d3b8da09-85c0-4ed8-9e81-d3724d0ff096
2142,216,2023-09-27,Call,Unresolved,92236002-6e02-4563-a704-3f5bd40ac432
2143,1915,2023-10-01,Visit,Resolved,d2faea69-8b7a-45ed-b042-d0096b691b78
2144,1629,2024-06-02,Visit,Resolved,8a8c1532-544a-453b-b693-6f3a6efbc58d
2145,271,2024-06-06,Visit,Unresolved,07c63bc0-c0ea-4bd7-a6c3-31b3f8b9339f
2146,1253,2023-12-04,Call,Resolved,cd052735-606b-49f8-a5fd-c45e0671f74b
2147,132,2023-11-06,Visit,Unresolved,75d51bde-51db-448b-9409-4bc4c6f9b2e5
2148,437,2024-01-17,Visit,Resolved,530e2bf4-9707-4482-9b74-0140c17c3e61
2149,868,2023-12-16,Email,Resolved,d67d2f92-3466-461f-9660-5aa99462c457
2150,30,2023-08-09,Email,Resolved,a2966934-8603-4541-b06e-1bcfa8b4bddc
2151,30,2024-02-16,Visit,Resolved,cfd2df08-133e-46ce-bdd3-645b02440e7c
2152,456,2024-02-18,Email,Resolved,730a65a3-300b-4e72-8ab8-c86483a2819c
2153,1863,2023-09-18,Call,Unresolved,77a8f8f4-d27c-4315-be8c-94d05a28417e
2154,802,2024-01-24,Email,Unresolved,1d501683-41a8-4e52-a4f3-140cc1d61659
2155,157,2024-01-12,Email,Unresolved,e2dda84a-9da4-4ff4-8376-1bf5206edb8b
2156,806,2024-04-22,Visit,Unresolved,b56de325-6c6d-4ef5-bb6d-9683f7b77226
2157,149,2024-03-05,Call,Resolved,0c6fa4a1-0c86-4126-afaf-5b5c884396ba
2158,582,2023-07-19,Visit,Resolved,6b1ab0e8-1188-4fdf-98e9-2b7d5779431b
2159,594,2023-12-23,Email,Resolved,7706f706-44a0-4f8c-855b-fbcb561b94b8
2160,865,2023-10-03,Email,Unresolved,dc41f1bf-f381-4a9a-8278-8a01149841f1
2161,370,2024-04-12,Email,Resolved,212dba28-f53c-426c-8155-7440ac674bfd
2162,177,2024-03-20,Call,Resolved,e5f65b04-b0ff-472d-8051-b0343cf1a4dc
2163,36,2023-11-01,Call,Unresolved,f005d986-9b84-430e-ae09-36060d83c565
2164,1904,2024-06-19,Call,Unresolved,043327e0-d363-4d3e-afdd-1e79cf0ce50a
2165,1425,2023-10-23,Email,Unresolved,dc2d72a0-6852-4414-bd06-cf2e93a40f95
2166,1548,2024-03-31,Email,Unresolved,a2589d7b-9c6d-4063-879d-d3a29b06f01c
2167,1537,2024-06-23,Visit,Resolved,853f6ccf-29b5-44ca-b31e-a38272ccc658
2168,165,2024-07-10,Visit,Resolved,b1d8900a-36dc-4857-8450-c766bb2db282
2169,966,2023-07-22,Visit,Resolved,f6b18aa7-53d4-43d9-8416-c0ad4d15d423
2170,512,2024-06-28,Email,Resolved,6f7961b6-77b7-41b7-83f5-1297da380b00
2171,842,2024-04-25,Visit,Unresolved,ec7210ff-a08f-4e76-84e4-85c598278fcc
2172,839,2024-01-02,Email,Unresolved,7f0ad5c3-80a8-45f2-a259-40533d3edf66
2173,1340,2024-05-11,Email,Unresolved,43da9ce8-1439-40f2-96cf-8bad1259283d
2174,1262,2024-04-29,Visit,Resolved,b71731ef-e3e5-4824-a6c3-cea892ff7cc9
2175,47,2023-10-10,Call,Unresolved,901d46e7-0d4f-4140-9a89-960f72985712
2176,1178,2023-08-13,Visit,Resolved,b18dbf1e-4b7b-4276-9a64-f601ddf31781
2177,1412,2024-03-15,Call,Unresolved,78ef2ca1-6dc7-4903-ad26-d8339e8c634e
2178,1919,2024-04-12,Call,Resolved,3051cc5a-3d2c-44c4-aa80-583ba4f492b4
2179,1338,2024-05-07,Email,Resolved,9cf2e2fe-b099-4230-b56b-94c69039b470
2180,79,2023-12-20,Call,Resolved,f5ad02d5-bb31-4dd4-bfdb-1ff3675d9207
2181,80,2023-08-05,Visit,Unresolved,718ba5be-4826-4baf-9d68-dca9d951eb65
2182,733,2024-06-14,Visit,Unresolved,9af7383d-b2de-4ac6-a8a3-16768c4561e6
2183,1488,2024-03-28,Visit,Resolved,22bf3c66-fd1e-410d-8bfa-d7b797d5d26b
2184,585,2024-06-26,Visit,Unresolved,45189f76-ac47-45e4-af24-4e3cdd21028f
2185,514,2023-11-29,Visit,Resolved,df685bdd-2efe-462b-a493-4232cb44c4ae
2186,1417,2023-08-30,Visit,Unresolved,dc1d798d-1be4-4765-8260-b17cc985997f
2187,7,2023-09-08,Visit,Unresolved,9a50a61a-a7d7-40a1-81dc-269fdebbceb9
2188,1814,2023-07-22,Call,Resolved,68c9fecc-3d4a-41af-a8a0-72df51f179fd
2189,173,2024-03-31,Visit,Unresolved,7c4b3a4a-3a79-49df-8d94-d57decd0d9bb
2190,1944,2023-10-06,Call,Unresolved,5790ae59-f201-4449-abd4-f293eb691a39
2191,1246,2024-04-21,Visit,Unresolved,d3bef8f4-c834-4304-a0be-846cdd4df2b6
2192,465,2023-11-02,Email,Unresolved,75d2ee18-9c19-4ef6-9f60-a2b8a505fb76
2193,1962,2023-10-27,Email,Resolved,a36d3038-102a-441d-b49f-81d2122e1aab
2194,25,2023-09-14,Email,Unresolved,0787bfd5-f332-45ae-b09e-eabff5bd40e7
2195,1653,2024-04-19,Visit,Unresolved,7075b8a5-eb02-4815-b161-19797f109919
2196,656,2023-10-13,Call,Resolved,bad729ca-f2a7-4e99-bfdc-e62ff0ef732d
2197,1356,2023-11-06,Email,Unresolved,3493579d-460f-4c26-8b53-5afa96ab2b86
2198,195,2023-10-31,Visit,Resolved,36be67e9-a5dc-4a55-a3b9-a6ffe3884841
2199,1877,2023-07-28,Visit,Unresolved,7598d266-6161-47f4-9af5-ce22301cb8c6
2200,859,2023-10-02,Visit,Unresolved,b8fc4e85-a6b7-4983-a122-ff8f72523a6b
2201,827,2023-11-24,Visit,Resolved,27f3edcb-0cb1-406e-a2a1-8c28901ad6c4
2202,1058,2023-12-31,Email,Resolved,e7b002e3-5a83-42a5-bb20-f3c21c4107b9
2203,603,2023-08-22,Call,Resolved,c36fddfb-1dca-4568-af37-cda5218fb6b0
2204,1480,2024-04-03,Visit,Unresolved,09418252-a31c-4de3-ba02-d13b404283d4
2205,1347,2023-08-03,Email,Resolved,74072cfa-84a1-4820-bc74-1da4b7841014
2206,979,2024-02-14,Call,Resolved,37663e1e-d781-4e07-b4c6-c70f76ec41c0
2207,387,2023-11-30,Call,Resolved,0cc129b4-1973-400d-ac92-29380397dba6
2208,881,2024-02-06,Visit,Resolved,ee476a7c-4c32-46f2-8740-a27af02c2d67
2209,1010,2023-07-23,Email,Unresolved,df6623e4-710f-459f-9dd2-bab89a9fca4d
2210,667,2023-08-08,Visit,Resolved,12b3dcee-57c7-4512-944c-cb8d3f63e54e
2211,920,2024-06-18,Visit,Resolved,d6864404-4197-4eee-9c25-c5d2e97e9889
2212,489,2023-08-11,Email,Resolved,c3f6e180-8d7a-4f31-83d7-1909123fa6e7
2213,152,2024-02-29,Call,Resolved,ecfcedff-8939-40fc-9178-54f60b62697c
2214,773,2024-02-08,Email,Resolved,f0f386d4-6787-410d-8777-a001363f1c4f
2215,1436,2024-06-14,Visit,Unresolved,4a8d47bb-5c5f-4df0-ba42-61409b12287f
2216,865,2024-03-12,Visit,Resolved,0b9ebb52-f153-43f3-a2a8-63ef499c99b5
2217,1570,2023-10-01,Visit,Unresolved,a194ac46-2b98-4ff7-ab85-52742cf72379
2218,1430,2023-08-14,Call,Unresolved,98d50c6e-6386-4b21-be3b-99d94e2609ca
2219,173,2023-10-27,Call,Resolved,b23fffdd-dd20-44eb-82dd-e56f16b34cc6
2220,1783,2023-07-30,Visit,Unresolved,fe0a9b8a-4d66-41ce-ba62-ee568a412455
2221,1538,2023-12-14,Email,Unresolved,b8c8efee-315d-4d0e-86e9-3c08ff0105c7
2222,1690,2024-04-06,Call,Resolved,dbff94f2-aec1-4a86-b983-a955410852d1
2223,1696,2024-06-07,Visit,Resolved,d28181ca-310f-47f9-b2f5-93e9857151b3
2224,379,2023-07-27,Email,Resolved,bdfb594b-2c6b-410b-a0e2-9e3c70e3b7a7
2225,611,2023-07-27,Visit,Resolved,189a6b05-55fa-49f2-b0a9-5e0d60040819
2226,820,2024-05-10,Visit,Unresolved,a30a8fe4-5486-478f-93c6-432c27bccef2
2227,509,2023-10-22,Visit,Unresolved,b7a28cdb-5a3a-408d-88f9-213301927b26
2228,116,2024-06-21,Email,Unresolved,c5ca5828-2400-470f-9b9f-f9c80a457433
2229,1830,2024-01-24,Call,Unresolved,cf7a1a2d-a994-4b49-b6b7-20ce6c1fefc9
2230,1835,2024-05-06,Visit,Unresolved,11f0e07f-1537-4006-b717-8b264e428bd4
2231,1108,2023-11-30,Call,Resolved,219e8d60-509b-431d-891a-df4838fa89f1
2232,1197,2024-02-04,Call,Resolved,5d99aae4-79a2-4808-806b-f6663c46b91f
2233,854,2024-07-09,Email,Unresolved,01bc10b6-3c81-49c4-b5d2-cb4915644719
2234,39,2024-02-11,Call,Resolved,a9ea6672-dd3f-4a79-a88c-96023c8b6a51
2235,547,2024-02-26,Visit,Resolved,2d39c82e-8837-4e6a-b6ae-98dcda8128f9
2236,656,2024-03-22,Call,Unresolved,5666a50d-6c8a-40a2-b824-c27ee9b6eb4e
2237,1892,2023-08-27,Call,Resolved,c5d97945-4b46-42d6-b35f-ba98046a486e
2238,1269,2023-11-29,Visit,Resolved,4f7d546c-0656-4729-9c98-ac0154223f9b
2239,289,2023-08-05,Email,Resolved,2ab4a374-e3c6-411d-adf2-96c15aa7789d
2240,267,2023-10-21,Visit,Resolved,36b0fe25-2b7b-4a10-a9fa-ffbc1bd590c6
2241,1329,2024-06-19,Email,Resolved,20baab59-8bcd-4cd6-8193-498892ac5108
2242,516,2024-07-08,Visit,Resolved,df1a3175-ce07-41b2-8188-a43c3564876e
2243,1698,2023-12-12,Call,Unresolved,33706f4b-a4e2-4dbc-a0dd-13f2d3dc0daf
2244,1116,2024-01-29,Email,Unresolved,2651de07-6ee2-43ec-8a59-3d1786ccecc8
2245,1041,2023-09-03,Call,Resolved,e1d2b4de-9532-453e-9dec-3db608a21c15
2246,1758,2023-11-09,Visit,Resolved,41a99e8a-297a-414e-9d11-de66c90fa849
2247,733,2024-01-05,Visit,Unresolved,f8175b31-46c2-48d9-824a-cd7c2e02a767
2248,238,2024-03-02,Visit,Unresolved,d2290809-15be-40e6-b66e-0a2455af0989
2249,782,2023-08-13,Email,Resolved,af35cb28-1658-427c-a895-48141218af82
2250,380,2023-09-15,Email,Resolved,47dbecc5-b256-431b-add7-8c87fc1cae03
2251,1751,2024-01-19,Call,Unresolved,36028496-aa9c-4238-b079-acf86440b999
2252,598,2023-10-08,Email,Unresolved,5d86dbd1-d075-488d-8bda-d520a262a1c9
2253,1192,2023-11-13,Call,Resolved,dfd1674f-ff4d-425c-823c-4523bec43345
2254,1137,2023-09-25,Email,Resolved,5f2e279d-9c8f-4672-9921-ef7fd0b96c54
2255,498,2024-05-02,Call,Resolved,f9f40ef4-2e6f-4854-b3a5-d2babb1beb12
2256,1322,2024-07-18,Visit,Resolved,41439cc3-0ab0-477e-9a31-3df4f9005f66
2257,1622,2024-07-11,Call,Unresolved,3ece8e67-5330-4d6e-b763-f52d4ee8219c
2258,1564,2023-11-13,Email,Resolved,2eaa055f-447b-4440-85f5-11e4b70ac4a6
2259,1095,2023-10-07,Call,Resolved,3a5ff531-95dc-4591-b847-88d268438472
2260,841,2024-06-20,Email,Unresolved,a70bb6ac-ac0e-44df-9ae5-8bdc5204db77
2261,639,2023-10-20,Call,Unresolved,93fb93c9-9e50-4c99-8a43-7a43fb5d32b7
2262,12,2024-03-02,Visit,Unresolved,e5483a92-985a-4d39-aa9e-a90e159cfc1f
2263,341,2024-02-18,Email,Resolved,4fa65e97-2d28-4628-a53e-647de1b1516f
2264,1793,2024-01-28,Visit,Unresolved,dad133db-d59b-4a84-8650-33272a346d19
2265,1843,2023-10-11,Email,Resolved,a408d9d5-abb0-4dbf-9f66-39d6aed47dec
2266,2001,2024-05-20,Email,Unresolved,9fcc84f8-0749-4edd-a7ba-159136ddf8bd
2267,582,2024-06-05,Email,Resolved,daefebf2-7c4d-494b-9e67-751936e566cf
2268,1838,2023-08-08,Email,Unresolved,f323edb2-a1a7-4892-aa9b-072da7f4f05f
2269,702,2024-05-26,Email,Resolved,9fdac24d-c8c4-4075-b3c0-8b597ee67993
2270,1948,2024-01-05,Call,Unresolved,d160e7c8-d5f9-4c4c-adf8-85daa46a93b5
2271,1269,2023-11-30,Email,Unresolved,24331c04-65d6-4a01-a6a8-60557115df5b
2272,1140,2024-04-14,Visit,Unresolved,32e9778c-2d37-4b51-aa22-1908e08da20c
2273,1399,2024-03-07,Call,Unresolved,741dde3d-501e-411f-baf5-b782137083ce
2274,821,2023-08-07,Email,Unresolved,10991664-5d1e-4741-bc66-6b1ce1a5cc35
2275,1057,2024-03-27,Email,Resolved,6b6f54fe-86ac-44fc-bb68-f6d239f7724b
2276,782,2024-01-17,Call,Unresolved,c9a9333e-d9d1-4de3-8c6d-a47e241405d8
2277,702,2024-04-06,Visit,Resolved,df05124e-7ffa-4dd4-bad9-8d7423d89445
2278,1272,2023-08-24,Call,Resolved,a4f1774b-8a87-4fd2-9e5a-a737f231013a
2279,345,2023-07-26,Call,Unresolved,9b3f97ee-d777-4eb5-a31b-f1fed37c1fe6
2280,422,2023-10-16,Call,Resolved,153242ff-98ed-4806-923d-b45d1b8f1b63
2281,1961,2023-09-30,Call,Resolved,2037e0f8-d1cc-474c-993c-a37b16bb944e
2282,497,2024-05-09,Email,Unresolved,e06c7af9-0499-44fe-bfe4-93f8a8a84e18
2283,1536,2024-07-18,Call,Resolved,000fcca0-92a1-4baf-84c3-4134873e3636
2284,979,2024-04-14,Email,Unresolved,f57de1c5-3edd-42cb-b7e5-7efc2c7a0349
2285,1849,2023-10-09,Call,Resolved,caceabba-2a7b-4600-86c2-b93729fab605
2286,1814,2024-06-05,Visit,Resolved,40800dc9-0b8d-417f-a627-14b7b38afe64
2287,248,2024-06-26,Visit,Unresolved,354eeca1-ef00-4e6f-aea2-824160ca765e
2288,787,2024-05-29,Visit,Resolved,8f375f31-1b5d-41b1-bb03-fe7fa87865ea
2289,277,2024-05-04,Email,Resolved,ad3dcc5c-09ef-45ed-b636-2d3621aad77b
2290,1122,2023-12-11,Email,Unresolved,b7fcf673-41de-4807-9151-932f8a0855f3
2291,1819,2024-04-14,Call,Resolved,c4ce0740-b069-40ec-9c03-69d9265e0dc4
2292,963,2023-10-30,Email,Unresolved,a8b0a978-8d58-459c-b869-68ee5d5492d0
2293,517,2024-04-25,Call,Unresolved,91891f17-0107-4e04-96c0-a81765cd0605
2294,560,2024-03-03,Email,Resolved,1e44c463-7b04-4c94-9980-7dcc83f41829
2295,146,2023-11-26,Visit,Unresolved,7e73feed-e18b-4a52-82f5-6fdd1ec1e3dc
2296,289,2023-12-01,Visit,Resolved,1c2a7a59-c5b8-4a8c-b6c3-aa32d87ef344
2297,921,2023-09-07,Email,Resolved,b6f4fc7c-15aa-45fe-8cbc-f4f8b4c92d26
2298,556,2023-10-27,Visit,Resolved,4b5fdf4e-23e0-4e2c-b202-04e6f019ff3f
2299,1706,2024-04-15,Email,Resolved,41ab04c5-b226-4b4f-a9fc-8fcec387706f
2300,210,2023-11-06,Visit,Resolved,1c578f2a-511e-4d77-94ee-1f0249770fc4
2301,1773,2024-03-04,Call,Resolved,48d898ee-64d9-46dd-847a-39155955ec0a
2302,784,2024-05-25,Email,Resolved,243bb592-971a-438b-b6c5-46d328063bb5
2303,1177,2024-03-05,Visit,Unresolved,04849563-fd96-4017-810c-004e74049d44
2304,240,2024-03-24,Call,Resolved,3a11be9c-b077-4def-8aa7-59f29a11977d
2305,1500,2024-07-08,Call,Resolved,1df54cda-350f-4e1f-afe2-2eeb5823fd62
2306,251,2023-08-22,Call,Resolved,375fb4b2-d867-4d7f-bf45-b505f4eafd6f
2307,1340,2023-12-18,Call,Unresolved,6c75b524-9094-4c71-aa8e-feb156f7ab3f
2308,477,2023-11-18,Visit,Resolved,75398291-9ac2-4b2c-b49b-8072c0295de5
2309,1781,2024-02-08,Call,Unresolved,d4897b94-bf24-4af9-9215-437cc07774c7
2310,938,2024-05-20,Call,Unresolved,7207d31d-f392-4f22-b59d-b1f0f67bfc09
2311,633,2024-01-27,Call,Unresolved,2d7d3bd5-6c02-42fb-9027-aa387038685a
2312,350,2024-02-05,Email,Resolved,b6cbba6b-0076-4c9a-bdd7-518d7c8d0465
2313,1906,2023-10-08,Call,Unresolved,648862de-e61c-4147-9d09-a3d6d42a1a17
2314,1105,2024-05-25,Email,Unresolved,010b7df5-affc-4edd-9103-4a55c7aed612
2315,896,2024-02-10,Call,Unresolved,c8327fff-616c-47b4-8cdc-c0ea1b1f42a7
2316,1734,2023-08-12,Call,Unresolved,d7bfaee7-dae2-4ef4-994f-8a03c2092667
2317,1677,2024-07-10,Email,Resolved,7adda216-c611-43ab-ae08-1df82f3ca601
2318,1164,2023-12-23,Email,Resolved,d311b710-e3b1-4fa3-a766-37c0aa78eaf2
2319,716,2023-07-20,Email,Unresolved,1661b52e-b622-4435-814b-d7292b40d22d
2320,1191,2024-03-18,Email,Unresolved,3b8d2a6b-7853-4c14-946c-a68373f6469e
2321,854,2023-11-03,Call,Unresolved,d875f714-ee14-422d-8966-287ed3093095
2322,1331,2024-02-20,Visit,Unresolved,981ed3c0-d22b-4432-94b0-34be008d672f
2323,82,2023-09-02,Call,Unresolved,1f14c9d5-cc01-4d51-919c-94b3a3c89d54
2324,376,2023-10-01,Visit,Unresolved,7b09bd8e-6a8c-42c9-aa3d-45fc6ef54dcb
2325,19,2024-02-24,Email,Resolved,c50a1c85-3224-4e1c-b316-8a210076ea00
2326,1489,2023-11-14,Call,Resolved,56617778-28b4-40bc-a9a0-1c6a89d607f6
2327,1465,2023-12-28,Visit,Resolved,3537af14-a130-4e48-ab87-3ab70e0cc151
2328,1435,2024-05-13,Visit,Unresolved,65b1fd3b-e6dd-4ebf-989f-f9aa8c5f16f9
2329,143,2024-03-18,Call,Unresolved,d68070a7-af6a-4939-8d53-0b0f195b696b
2330,1154,2024-01-10,Call,Unresolved,273f55d5-5874-4923-97ca-fc5506d55b11
2331,741,2024-01-26,Email,Resolved,43d8acff-a200-4d15-b657-481bd5fc5bb8
2332,286,2023-12-15,Email,Resolved,6121f737-9d6c-4450-a733-69b7a4f16905
2333,568,2024-03-11,Visit,Unresolved,ec1de1a0-273b-4ec0-8f7b-6c03a2a32846
2334,1588,2023-08-03,Visit,Resolved,928eccaf-6b5e-4454-b5a8-9b9c39bfcdd9
2335,526,2024-03-11,Visit,Unresolved,2dd436bd-3f27-4670-a55d-808f9a0d578e
2336,26,2023-09-25,Call,Resolved,9780fd16-4544-470c-a6f1-0af4f7b18314
2337,463,2024-03-21,Email,Resolved,58c28275-cb22-4281-84c9-18dcb0288531
2338,1491,2023-09-27,Call,Unresolved,0716ced5-0f28-4030-a281-485ca3705802
2339,1073,2024-01-20,Call,Unresolved,fa0b8d99-fe07-4cc0-94c5-7ac29ded05e6
2340,1778,2023-10-21,Email,Unresolved,964ee22c-0f22-4f24-ae34-8fc9f75a037d
2341,892,2024-05-07,Email,Unresolved,bff68fe6-db69-4022-936a-e7d606ec2fa9
2342,50,2023-12-04,Email,Resolved,d84088c1-d9cd-4d32-b7b2-630b5d906b54
2343,14,2024-06-02,Email,Resolved,991c1823-3f37-4e12-a289-88e35925657a
2344,549,2023-09-16,Call,Resolved,8babd68e-6705-44fc-8997-d417ec298206
2345,332,2024-04-03,Email,Resolved,491dcab9-3602-4820-bb5e-78af145601d2
2346,1961,2024-02-24,Email,Resolved,5176c09b-6187-475e-8813-a34d4ef42ee9
2347,1991,2023-08-01,Visit,Resolved,356dbf35-6a7f-4d5c-a2a6-87770260bc32
2348,188,2024-05-20,Visit,Unresolved,fcb2a8df-6007-4235-ab15-48237adcb7b5
2349,1708,2023-12-09,Call,Resolved,251c441a-7a7f-49ca-96ac-fc264fe66d4a
2350,1374,2023-10-22,Call,Unresolved,f7792fe2-8c62-4b27-83d8-d7c0766e211a
2351,716,2023-09-04,Email,Unresolved,26a8fc15-db83-432e-bbdc-5fb60c317345
2352,494,2024-05-06,Email,Resolved,4d0443ee-db14-42be-8d98-904182c59a49
2353,1281,2024-05-25,Visit,Unresolved,508d4c92-8863-4300-852c-d47c7557b84e
2354,5,2024-02-24,Visit,Resolved,17d69f02-e0c4-4792-8e1e-b979f5cfd7a0
2355,1339,2024-01-11,Email,Unresolved,c866a0c9-a6ac-4a8a-b4b3-0f61b7a188d6
2356,1704,2023-07-30,Call,Unresolved,9f8b6841-4dfe-4f4d-93c0-55bc54116b2c
2357,1022,2024-01-02,Call,Unresolved,31177178-b4c1-4f84-a015-7b9f17c1093a
2358,203,2024-03-02,Visit,Unresolved,12d170c1-1a1e-4e23-88d5-d708b96c83f7
2359,738,2023-12-22,Call,Unresolved,0a3bdd7d-2894-4d36-a254-20d3121d6108
2360,1454,2024-06-16,Call,Unresolved,611cff12-370c-4e39-bbf9-877ce889da10
2361,1676,2024-01-30,Visit,Unresolved,f45c0893-da36-42e4-a234-e829ff08f9ca
2362,1106,2023-09-18,Visit,Unresolved,649893b0-22db-4f4c-96b5-cea3f4fcdbcf
2363,456,2023-09-15,Email,Unresolved,c82d9398-721f-420a-93c8-cb11cc0fb388
2364,1727,2024-02-16,Email,Unresolved,c72995d7-12da-4295-8346-6bdf13c87b23
2365,86,2024-05-03,Visit,Unresolved,82f76cca-d96b-4bdd-8d93-97d4a80a5b4d
2366,1516,2023-08-26,Visit,Unresolved,4b880fc7-48bf-4240-b09f-b91c7f40e077
2367,576,2023-11-24,Email,Unresolved,3337001f-14b2-4dc0-86f7-aa4d19316cb4
2368,1654,2024-03-04,Visit,Resolved,f21f40f0-ae88-46af-8dae-eafcde6cbe76
2369,1810,2024-07-09,Call,Unresolved,4d4eb951-ad9e-4816-bd56-aaad56b91f9e
2370,768,2023-07-24,Visit,Unresolved,a78bb8c4-3607-4d15-8001-c31a3692ce4d
2371,866,2024-06-15,Visit,Resolved,7b11b572-8292-4bd7-9f5c-1c2b663940d6
2372,544,2024-02-20,Visit,Resolved,0741c133-dca2-447a-b30c-9584ec7aaaab
2373,1217,2023-08-24,Email,Unresolved,476e3178-8e2e-410e-9dbf-1729ff825179
2374,1581,2023-11-21,Email,Unresolved,791b9726-94d4-409d-a11d-45e42abc1d4c
2375,1030,2024-02-08,Email,Resolved,6d7ba282-d5d8-4cf4-a4ba-69ccedc68363
2376,511,2023-12-28,Call,Unresolved,065d55b1-9289-447f-be63-73008b8c8db4
2377,238,2024-07-10,Visit,Unresolved,84c7347b-c731-4079-a87c-675a2b268e6d
